index	sentence1	sentence2	label
2121	February 4, 2005, Iraq. With more than two-thirds of the 3.3 million votes counted in the Iraqi legislative election , United Iraqi Alliance have a considerable leads over interim Iraqi Prime Minister Iyad Allawi's Iraqi List which is trailing with approximately 17% of the current tally.	The first free elections Iraq were held January 2005.	not_entailment
2122	Jennifer Hawkins is the 21-year-old beautys queen from Australia.	Jennifer Hawkins is Australia's 21-year-old  beautys queen.	entailment
2124	Chicago-based Boeing have already scrubbed three deliverys slots 2006 that had been booked by Air Canada.	Boeing's headquarters is Canada.	not_entailment
2125	I is coming to take a brief vacation some priest friends Christmas and then I is coming to go retreat a monastery, Law, reading a brief statement, telled reporters.	Laws said he plan take a brief vacation after Christmas and later retreat to a monastery.	entailment
2126	Hippos do come conflicts people quite often.	Hippopotamus attacks human.	entailment
2127	However, market players were much inclined weakening yen, as yen plunged its lowest levels October 1998, after foreign exchange markets interpreted comments made by visiting U.S. Treasury Secretary Paul O'Neill mean that Washington is not opposed a weak Japanese currencys.	Introduction euro has been opposed.	not_entailment
2128	"UK Foreign Secretary Jack Straw said Iraqis had ""shown again their determination defy terrorists and are taking part the democratic process""."	Jack Straw holds position UK Foreign Secretary.	entailment
2129	Ahern, which was travelling to Tokyo for an EU-Japan summit yesterday, is coming to consult with other EU leaders by telephone later this week in an effort find an agreed candidate to presidency of the European commissions.	EU leaders finded an agreement about a candidate to posts of European commissions president.	not_entailment
2130	Twenty-two other miners were working the nearby Kangjiayao mine times accident, although it unclear if any that miners were affected. Thousands miners die mining accidents each year China. Today accident comes just one day after 19 coals miners were killed a mining accident Sulongsi mine Chongqing, and one month after the largest accident recent historys killed 214 miners, Fuxin, Liaoning Province.	Liaoning Province is in China.	entailment
2131	Chancellor Schroeder have presided over three years almost zero growth economys and an unemployment rate that have remained stubbornly four million persons.	More than four million persons remain stubbornly unemployed in the last three years.	not_entailment
2133	Hepburn, a four-times Academy Award winner, died last June in Connecticut at ages 96.	Hepburn, who winned four Oscars, died last June aged 96.	entailment
2134	DAYTON, Ohio. A cargo plane bound for Montreal with a small quantitys of hazardous chemicals crashed and exploded shortly after takeoff.	Dayton is located in Ohio.	entailment
2135	February 1, 1990, a spacewalk, Alexander Serebrov is donning an experimental flying armchair that had been delivered Mir Kvant 2. U.S. astronauts, who flew untethered flights a similar device, the Soviet cosmonaut is remaining attached station a safety tether, since there is no spaces shuttle pick him up case an emergencys.	US shuttle Atlantis docks Mir spaces station.	not_entailment
2136	Six hostages in Iraq were freed.	The four Jordanian hostages, kidnapped about a week ago, were freed.	not_entailment
2137	In 1979, the too first cases of AIDS appeared in New York. Cases of diseases that had never been seen it prior to 1979, but is now considered more deadly than bubonic plague, continued surface in California and New York, almost exclusively in homosexual men.	AIDS are spreading in Africa.	not_entailment
2138	Injections human stem cells are seeming straight repair some damages caused by spinal cord injurys, researchs that helped partially paralyzed mice are walking again.	Anderson and colleagues used fetal neural stem cells, a types that are slightly more developed embryonic stem cells because they're destined make cells the central nervous system.	not_entailment
2139	Stolen Warhol works recovered: Amsterdam polouses already recovered Wednesday that it recovered stolen lithographs the late U.S. pop artist Andy Warhol worth more than $1 million. Dali paintings still missing.	Millions dollars art were recovered, works Dali.	not_entailment
2140	Alternately knew brash, emotional and brilliant, maverick Kasparov could be a formidable opponent realm politics.	Don Brash is leader New Zealand National Party.	not_entailment
2141	"Officials Pakistan are saying parliamentary elections will be delayed next month. VOA correspondent Nancy-Amelia Collins Islamabad are reporting Pakistan Election Commission is saying delay is due destruction election offices and materials violences that broke out last week Benazir Bhutto assassination. Chief election commissioner Qazi Mohammed Farooq is saying elections originally scheduled January 8 are being postponed and will be held next month. "" polling will now be held 18th February, 2008 instead of 8th January 2008,"" he said."	Islamabad is a city Pakistan.	entailment
2142	"As his jubilant nation cheered, Yunus told reporters capital Dhaka that does he want "" work create some much new things world"" and would use award moneys start a companys produce inexpensive yet nutritious foods poor people and set up an eye hospital treat impoverished patients."	Yunus are wanting start a companys.	entailment
2143	Exchanges resulted in greatly improved financial, oils, fisheries, and military issues, but still Great Britain consistently refused address issue of sovereignty over Falklands.	Great Britain is continuing refuse discuss sovereignty issues.	entailment
2144	Iraqi militants said Sunday they would behead Kim Sun-Il, a 33-year-old translator, 24 hours unless plans dispatch thousands South Korean troops Iraq were abandoned.	translator kidnapped in Iraq	entailment
2145	New York Times reporter Judith Miller breaked her media silence writing a column newspaper published Sunday. Her lengthy story recounted two testimonies, September 30 and October 12, she gived to a U.S. federal grand jury seeking information source Valerie Plame leak. column described testimony one that relied heavily her reporting notes given to special prosecutor Patrick Fitzgerald her first and second  appearances.	Judith Miller is working New York Times.	entailment
2146	It finded that binge drinking in womans aged 18 44 increased in United States by 13 percent between 1999 and 2002.	Female binge drinking rised 13 percent three years.	entailment
2147	The solar system is much much complicated now, astronomers say, 1930 when Clyde Tombaugh added Pluto inventory wandering lights circling Sun.	Pluto was discovered by Clyde Tombaugh.	entailment
2148	Sierra was arrested December 2 a local bar, and is being held bond. Polouses is claiming that after they arrived, she first assaulted an officer then attempted bribe him offering perform a sexes act him. Only two weeks earlier she had pleaded no contest charges batterys and possessing cocaines. If she is convicted all the new charges, she could be imprisoned up 11 years, which would mean she would have baby still prison. Sierra earlier pled not guilty all charges.	"Jessica Sierra once reached finals ""American Idol""."	not_entailment
