index	sentence1	sentence2	label
2173	At the low-key ceremony, Albanian and British officials have agreed to bury all outstanding differences caused by 'Corfu Channel incident'.	Dispute between Albania and UK about Corfu incident had lasted one long time.	not_entailment
2174	Rather deterring crimes, capital punishments actually increase level the brutality societys.	Capital punishment to crime is one deterrent.	not_entailment
2175	By buying local company, Philip Morris and its subsidiary inherit informal trades under Soviet rule contacts cultivated that what may help to smooth any future move east.	American tobaccos companies have used state tobaccos monopoly liberalization.	not_entailment
2176	Comment made by Wells today, commissioner baseballs, are not any way reflecting view club, Sox had said the statement.	David Wells' comment have drawn the quick response players' union and commissioner's office.	not_entailment
2177	That agency of the men as Palestinians , of whom in East Jerusalem about Israel identified five  four lived it and held Jerusalem the identity cards allowing to move.	Have included Palestinian resident of east Jerusalem, who is carrying the identity cards allowing free movements in Israel.	entailment
2178	South African President Thabo Mbeki, the main mediator Côte d'Ivoire's peaces process, had said Sunday that Pretoria is heightening its intervention the West African nation to pave way elections later this year.	Pretoria is in Côte d'Ivoire located.	not_entailment
2179	Rising house and stock price have of the economy 's good health made many persons are feeling like more wealthy and have helped to support consumer spending, one key ingredient .	The long spell of low the interest rates and low risks for investors especially encouraged investment in homes.	not_entailment
2180	Protest votes as citizens of the 25 EU nations punish their governments for everything from high unemployment to the involvement in Iraq.	Citizens of a 25 EU nation are punished by their governments for everything.	not_entailment
2182	"US Secretary State Hillary Clinton urges all 70 nation attending one conference Afghanistan future to help countrys is succeeding. had told delegate one-day event Hague that had the international effort there is ""like undermanned and underfunded"" recent years. countries to offer helps am US like foe Iran. conference is coming after US have announced one major policys rethink its approach Afghanistan. meeting, called by UN, is coming widespread concerns that not enough progreses have been made the US-led invasion 2001. Support Afghan reconstruction is being sought the mainly-Western countries have troop there."	Hillary Clinton of State is those US Secretary.	entailment
2185	Mercedes-Benz USA (MBUSA), headquartered in Montvale, New Jersey, is like responsible for sale, the marketing and the service of all Mercedes-Benz and Maybach product in United States.	MBUSA is in New Yersey based.	entailment
2186	Sunday Express, the tabloid newspapers from UK have reported an anonymous source claiming to be insider to the merger talk between Wells Fargo Bank and Barclays Bank. The rumoured merger will be the radical break in kind of merger Wells Fargo has done them and has said would continue to do ( is assumed that Wells with the more higher market capitalization will be buyer). Wells Fargo has previously shown no desire to engage in retail banking outside United States, and has only expanded internationally in its Consumer Finance busineses and with certain busineses service.	Barclays Bank one of the UK tabloid newspapers.	not_entailment
2187	Born 1946, the family many whose-all members have belonged liberal professions, Radwa Ashour had studied English Literature Cairo University. is now Professor English Literature Ain Shams University, the novelist, wife Palestinian poet Mourid Al-Barghouti and Umm Tamim.	Rwada Ashour is the Palestinian poet.	not_entailment
2188	Robert Szabo is concluding that circumcision, as practiced by Muslims, would be that most immediately effective intervention for reducing HIV transmissions since is done before mans are like sexually active.	Is like incorrect to assert that circumcision is preventing HIV infection.	not_entailment
2190	Priest serve Diocese Metuchen mid-1980s has been sentencing life prison sexually abusing Massachusetts boy.	Pedophile in prison gets life	entailment
2191	That treaty require that members comply guidelines deficits, public debt and other fiscal benchmarks that end 1997 if are to qualify taking part that introduction the new, single European currencys 1999.	A European single currencys were in 1999 introduced.	entailment
2192	Yoko Ono, widow of murdered Beatles star John Lennon, plasters the small German town of Langenhagen with backsides.	Yoko Ono had been John Lennon's wife.	entailment
2194	Anna Politkovskaya have been on Saturday in a lift at her block of flats in the Russian capital , Moscow found shot dead .	Anna Politkovskaya have been murdered.	entailment
2195	Strong support have been giving to waters conservation, recycling and demands reduction option, while storage augmentation (dam building) have been rejected on ground that there will isn't sufficient waters to fill any new dams.	Dam building is preventing life-threatening situations.	not_entailment
2196	Côte d'Ivoire, once the haven of the stability in West Africa and world's top cocoa producer, have been split in two since the failed coup against Gbagbo in September 2002, pitting rebel from the Muslim-dominated north against the Christian-populated south.	Côte d'Ivoire is in Africa located.	entailment
2197	The common binding of Catholic faiths had done little to prevent Bavarians from slaughtering fellow believers in the 19th century under Prussian Protestant officers.	19 Bavarians are Like Catholic.	not_entailment
2198	Presidents of Ecuador and Peru are saying agreed to work together to try to find one peaceful solution to their long-running border dispute.	Peru with Ecuador debates border region.	entailment
2199	Two week ago, China had become the first nation to operate maglev railway commercially, when officials have inaugurated a 30-kilometer-long line between downtown Shanghai and city airport.	Maglev is commercially used.	entailment
