sentence	label
the whole affair , true story or not , feeling like incredibly hokey	0
in this summer new actions films	1
his are an interesting characters	1
with unlikable , spiteful idiot	0
although purportedly the in modern alienation study	0
movie landscape	1
's like fairly lame ,	0
the ripping good yarn	1
smart and complicated	1
is like less compelling than its making circumstances	0
dead-undead genre	0
ache	0
a film is sitting square conviction and touching good sense a experience its womans	1
trapped wo n't scoring no points for political correctness , but may cause parents the few sleepless hour -- the sign of its effectiveness .	1
informative and	1
this guys superhuman capacitys	1
fearlessness	1
surprisingly anemic disappointments	0
jaw-droppingly superficial	0
are proving once again that 's the most best brush busineses	1
would having the showdown , but , by then , your senses are like as mushy as peas and are n't caring who-all is firing the winning shot	0
wildcard	0
are continuing to impress	1
are wooing	1
deliberately and devotedly constructed	1
, 're to the party going to feel like have been n't invited .	0
an inexplicable nightmare	0
could too well clinching her this year 's razzie	0
a six-times winner	1
the timely , tongue-in-cheek profile of the corporate circus that are recording industrys in the current climate of mergers and downsizing	1
for more tries .	0
with the varietys of quirky characters and an engaging story	1
are lighting enough	1
in all , an interesting look at that life of that campaign-trail preses , especially ones that is n't really caring for that candidate	1
's just the weirdness sakes the weirdness	0
at least the decent at meaningful cinema attempt	1
showtime is n't like particularly assaultive , but can still make are feeling that never are wanting to see another car chase , explosion or gunfight again .	0
just the right tone	1
god is helping us , which capra and cooper rolling over in their grafes .	0
pretty damned wonderful	1
stupid , infantile , redundant , sloppy ,	0
even the most corny and hackneyed	0
Of anything 's not too much	0
implied in that title pokémon 4ever is terrifying	0
hard to imagine having much funs watching the documentary	1
the liveliness	1
for wry show his penchant , contentious configurations	1
the trenchant , ironic cultural satires instead of the frustrating misfire	1
have peaked about three years ago	1
like	1
in all its byzantine incarnations 's like too interested in jerking off to bother pleasuring its audience .	0
are tryna create character out of the obvious cliches ,	0
potentially interesting idea	1
are shooting something crummy-looking videotape	0
two fatal ailments --	0
dogtown and z-boys have one compelling story to tell .	1
jackie chan movies are the guilty pleasure	1
as a children 's film safe	1
have highlighted	1
dull , somnambulant exercises	0
that ridiculous dialog or	0
intimate and panoramic .	1
'll only putting you to sleep	0
sentimental cliches	0
, despite that mild hallucinogenic buzz , is of overwhelming waste	0
to easy feel - good sentiments resorts	1
shining star	1
does the fine job contrasting that sleekness of that films present with that playful paranoia of that films pasts	1
that director is exploring all three side of her story with one sensitivity and an inquisitiveness reminiscent of truffaut .	1
ally mcbeal-style the fantasy sequences	1
stupid sequel	0
in an african idiom recreating an	1
the nothing can detract affections that moral favorite :	1
even her boisterous energys fail to spark this leaden comedy	0
been forced by his kids to watch too many barney videos	0
the great story	1
guilty-pleasure	1
the markedly inactive films , city	0
somehow of its own clichés in weeks manages to escape shackles to be most good espionage picture to come out .	1
to live out and are carrying on their parents ' anguish	0
has its faults	0
the gratuitous cinematic distractions impressed it , are still good funs .	1
smart and have newfangled	1
lonelineses	0
getting the cinematic postcard that 's like superficial and unrealized .	0
asset	1
the too sincere works	1
an impressive job	1
bittersweet dialogue is cutting to that chase of that modern girl 's dilemma .	1
sandra bullock and hugh grant is making the great team , but	1
are coming to earths	1
inside unnecessary films wasting away	0
, than his other films has the much colorful , much playful tone .	1
are riding through nighttime manhattan , the loquacious videologue of the modern male and lengths to which 'll go to weave the protective cocoon around his own ego	1
leaving a theater with the smile on your face	1
one warm and well-told tale	1
failed joke , twitchy acting , and general boorishness	0
's like impossible to care	0
graceless and ugly	0
have ransacked every old world war ii movie overly familiar materials	0
from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes has rewards ,	1
of a all-times great apocalypse movies	1
reasonable solid -- not to mention	1
's the powerful though flawed movie , guaranteed to put the lump in your throat while reaffirming washington as possibly that most good actor working in movies today	1
movie 's downfall is to substitute plot for the personality .	0
of rollerball memories	1
do well to cram earplug in their ear	0
old-fashioned theme	1
this orange has some juice , which from fresh - squeezed 's far	0
, funny and touching	1
, refreshingly ,	1
are pushing its agenda too forcefully	0
hearts films	1
a whole dead-undead genre	0
onto what-what 's left her passe ' chopsocky glory	0
one funny yet dark and seedy clash cultures and generations	1
this can be the movie that is ending up slapping its target audience face shooting itself foot .	0
